YEAR,D,CREW,LOA,DRAFT,BMAX,DSPL,MAIN,GENOA,SYM,ASYM,GPH
1971,C,677,"12,440","2,095",3.85,10337.,36.4,72.7,127.2,0.0,636.7
2002,R,652,"9,600","1,972",3.70,3754.,32.7,27.4,77.8,0.0,637.8
1993,C,502,"9,344","1,963",3.28,3702.,26.4,26.4,56.1,0.0,683.1
2017,R,825,"12,750","2,535",3.96,5961.,56.8,42.3,0.0,168.6,530.5
1973,C,417,"8,248","1,659",2.98,2770.,15.6,21.9,47.2,41.6,751.7
1983,R,518,"10,034","1,869",3.35,3562.,35.7,28.6,64.7,0.0,641.6
1979,C,349,"7,320","1,367",2.61,1812.,14.2,22.3,45.0,0.0,738.3
2009,R,542,"9,500","1,970",3.27,3370.,28.7,21.9,69.2,0.0,636.7
2002,C,643,"10,300","1,964",3.48,5880.,34.0,32.6,69.2,0.0,658.5
2019,C,546,"9,794","1,808",3.34,3448.,34.1,25.4,85.5,69.5,617.3
2010,C,1037,"13,500","2,338",4.06,9461.,63.7,52.4,0.0,140.2,552.0
2011,R,574,"10,150","1,964",3.31,4380.,36.2,25.9,104.4,95.3,619.3
1979,C,519,"9,904","1,744",2.44,3187.,25.1,18.0,67.7,62.9,676.8
2001,C,636,"10,757","2,128",3.52,4953.,35.4,28.5,90.7,90.8,628.0
1982,C,436,"9,092","1,645",3.17,2884.,26.2,22.2,60.4,0.0,687.6
1998,C,617,"9,973","1,952",3.45,5065.,32.7,27.9,69.9,0.0,660.1
2010,C,677,"10,600","2,357",3.54,5244.,37.4,29.3,0.0,88.9,612.6
2009,R,548,"9,500","1,969",3.27,3348.,28.3,22.8,68.8,62.1,639.3
2006,R,250,"12,190","3,014",4.48,5200.,73.7,94.0,0.0,178.2,513.1
1991,C,663,"10,632","1,998",3.49,4080.,38.8,23.8,66.5,0.0,624.1
1997,R,471,"8,580","1,907",3.59,2050.,37.2,20.2,0.0,87.7,614.9
2012,C,834,"12,350","2,334",3.85,8737.,48.1,35.0,0.0,128.9,606.6
1997,S,442,"7,920","1,755",2.47,1158.,23.5,16.1,0.0,57.1,622.9
2005,R,977,"12,180","3,010",4.40,5400.,68.9,43.7,0.0,167.3,526.1
2001,C,643,"10,640","2,223",3.46,5592.,39.3,35.7,84.3,0.0,626.5
2010,R,640,"10,320","2,535",3.01,2824.,40.4,29.2,0.0,121.4,562.2
1999,C,670,"10,944","2,074",3.70,6305.,37.6,38.8,88.3,0.0,642.5
1991,R,650,"10,570","1,996",3.35,3815.,32.1,26.0,0.0,92.0,625.6
2019,C,562,"9,950","2,120",3.43,3932.,34.4,27.0,82.8,0.0,622.4
2012,C,888,"12,900","2,405",3.98,9032.,59.1,43.9,141.9,0.0,566.9
1993,C,400,"12,280","1,944",3.98,9835.,27.2,40.8,87.6,0.0,713.7
1978,C,443,"9,363","1,787",3.17,4643.,19.3,27.6,64.2,0.0,747.4
1983,C,300,"9,497","1,690",3.14,5709.,25.1,30.6,0.0,59.4,738.3
1995,C,450,"9,785","1,300",3.35,4430.,17.5,28.6,0.0,64.8,754.4
1998,C,525,"9,490","1,933",3.22,3830.,25.9,22.1,61.4,0.0,679.3
1993,C,490,"9,970","1,910",3.53,4929.,21.3,27.2,63.6,62.5,711.6
2002,C,862,"13,642","1,597",4.15,9659.,44.1,56.6,119.0,106.9,619.3
1991,R,620,"10,632","1,999",3.49,4110.,41.0,28.6,63.5,0.0,623.0
1995,C,500,"10,347","1,843",3.48,4843.,29.4,29.9,67.4,0.0,677.1
2005,C,600,"12,027","1,990",4.04,9072.,52.1,41.6,0.0,110.1,627.8
1994,C,800,"13,800","1,533",4.49,10002.,48.1,60.8,134.2,122.3,615.8
2000,C,700,"14,110","2,156",4.36,12528.,46.4,44.4,0.0,113.6,634.0
1990,C,859,"13,660","2,221",4.21,10910.,57.4,47.8,109.5,0.0,599.4
2004,C,695,"10,840","1,982",3.28,5389.,39.0,30.9,84.1,0.0,621.0
1992,C,500,"9,750","1,409",3.53,5886.,27.4,32.5,62.9,0.0,705.1
1971,C,320,"9,890","1,596",3.34,4553.,17.0,29.8,69.1,0.0,767.0
1979,C,600,"10,759","1,991",3.70,6311.,29.0,41.6,85.0,0.0,668.1
1981,C,350,"9,520","1,530",3.25,4491.,20.6,27.7,0.0,58.0,736.9
1979,C,400,"8,205","1,567",2.94,3600.,16.0,26.0,57.6,0.0,764.5
1981,C,550,"11,583","3,318",3.60,11378.,34.8,53.6,104.7,0.0,659.5
1998,C,750,"12,895","2,125",3.99,8500.,37.0,50.6,111.0,0.0,617.1
1983,C,510,"9,250","1,806",3.22,4255.,21.4,31.9,63.9,0.0,713.1
1986,C,560,"11,414","1,950",3.78,6103.,41.4,35.1,94.9,0.0,634.9
1981,R,520,"9,225","1,784",3.16,2427.,30.2,23.4,50.0,49.4,657.9
1986,C,300,"9,100","1,692",3.24,4853.,17.2,27.2,0.0,53.4,775.9
1998,C,500,"12,320","2,038",3.89,8376.,34.8,53.9,108.4,0.0,650.8
2011,R,560,"12,190","3,013",4.50,5508.,63.8,41.9,0.0,136.3,534.6
1978,C,500,"11,266","1,997",3.70,7850.,28.1,43.0,0.0,116.0,669.1
1996,C,650,"10,970","2,267",3.40,4972.,37.8,42.5,0.0,106.3,598.2
2011,R,560,"12,190","3,013",4.50,5508.,60.1,41.7,0.0,135.9,533.2
1998,C,728,"11,710","1,970",3.94,7300.,34.7,35.8,0.0,78.2,664.4
1986,C,460,"10,415","1,803",3.40,5354.,25.0,35.2,79.0,0.0,679.7
2000,C,750,"12,100","2,397",3.78,6279.,50.5,36.8,111.0,105.9,585.1
2002,C,640,"11,913","2,076",3.84,8335.,37.6,42.0,103.9,0.0,634.5
2000,C,830,"12,100","2,404",3.78,6420.,50.8,37.5,110.4,0.0,585.8
1996,C,450,"9,830","1,745",3.48,5320.,21.9,28.5,71.2,55.5,714.1
2006,C,840,"12,600","2,101",4.17,8820.,36.8,41.8,0.0,123.6,633.5
2002,C,680,"11,913","2,064",3.84,8060.,39.3,38.4,98.2,0.0,636.9
1995,R,770,"12,490","2,576",3.96,5846.,66.2,49.6,140.2,0.0,535.5
1993,C,610,"10,720","2,240",3.47,5339.,38.9,29.5,78.4,0.0,632.2
1993,C,650,"10,725","1,930",3.47,5881.,32.0,36.8,81.5,0.0,647.9
1974,C,519,"9,480","1,870",3.22,4825.,20.6,31.3,63.7,62.5,760.0
1990,C,470,"9,340","1,594",3.41,4074.,20.4,29.7,64.5,0.0,708.8
2001,C,500,"9,978","1,374",3.26,5704.,25.0,28.1,0.0,63.4,730.9
2006,C,700,"9,983","2,085",3.47,5675.,32.1,31.6,0.0,71.0,655.2
2002,C,800,"11,913","2,057",3.84,7900.,45.3,42.6,0.0,103.5,622.8
1999,C,400,"10,865","1,732",3.77,5879.,30.4,38.3,76.1,82.6,667.9
1984,C,542,"9,750","1,708",3.30,4400.,23.1,32.8,0.0,0.0,755.5
1981,C,523,"10,002","1,947",3.35,4741.,33.8,28.9,59.5,0.0,663.7
2007,C,400,"9,450","1,770",3.02,4700.,26.8,21.5,48.6,0.0,714.1
1971,C,500,"9,961","1,783",3.33,4658.,17.5,24.0,62.6,0.0,748.6
1986,C,400,"9,900","1,689",3.24,4815.,20.8,26.8,0.0,0.0,793.0
1980,C,320,"8,580","1,617",2.98,3616.,15.3,21.7,49.7,0.0,769.9
1972,C,480,"11,235","2,013",3.73,7771.,27.5,46.5,103.3,0.0,673.6
1974,C,472,"9,900","1,601",3.34,4589.,11.8,28.9,0.0,0.0,838.1
2009,C,680,"10,660","2,192",3.64,5430.,40.9,32.2,0.0,105.8,619.7
1979,C,350,"8,205","1,576",2.94,3743.,13.9,28.9,49.5,0.0,796.4
1975,C,300,"8,700","1,348",3.35,4580.,19.9,24.9,0.0,0.0,822.8
2001,C,780,"11,990","2,420",3.79,7713.,48.9,48.5,115.2,0.0,594.9
1974,C,400,"10,111","1,855",3.48,5661.,24.5,33.8,82.3,0.0,701.2
1985,C,512,"9,960","1,714",3.24,5204.,21.0,28.6,0.0,59.3,758.0
1992,S,365,"7,509","1,516",2.50,776.,22.1,11.8,0.0,52.9,627.3
1998,C,961,"14,506","2,281",4.51,11807.,61.7,58.9,0.0,134.5,583.7
1993,C,550,"9,970","1,921",3.53,5115.,17.0,30.8,0.0,59.8,733.0
1989,C,640,"10,800","2,049",3.72,6432.,32.8,33.2,88.9,0.0,670.2
1980,C,652,"11,298","1,942",3.76,8648.,31.7,48.8,99.6,81.3,669.4
1989,C,900,"14,302","2,721",4.65,14000.,51.7,63.8,152.5,152.6,586.4
1977,C,600,"12,750","1,961",3.82,14088.,34.6,60.5,132.2,0.0,669.1
1981,C,400,"9,005","1,701",2.99,3299.,16.5,29.8,51.9,0.0,731.5
1978,C,500,"9,171","1,531",3.09,4794.,19.2,23.6,60.3,47.9,782.3
1975,C,500,"10,155","1,796",3.48,5934.,24.6,38.9,76.4,0.0,695.3
2006,R,890,"12,790","2,613",3.89,4447.,62.5,41.0,0.0,191.1,498.7
1996,C,350,"9,190","1,529",3.04,3100.,20.7,18.2,62.9,0.0,744.9
2001,C,350,"9,975","1,771",3.31,5533.,26.9,26.1,72.2,0.0,707.4
1976,C,662,"10,966","1,987",3.84,7930.,26.4,47.2,0.0,0.0,729.9
2004,C,500,"10,840","2,014",3.28,5985.,38.7,30.9,83.6,0.0,631.4
2004,C,550,"10,840","2,205",3.28,5921.,40.6,31.4,0.0,87.8,618.9
1989,C,500,"11,160","1,875",3.51,6547.,40.8,33.8,75.8,0.0,654.1
1974,C,628,"10,826","2,041",3.49,7172.,27.3,41.2,0.0,89.7,680.5
1988,C,727,"12,200","2,011",3.90,7906.,45.8,40.4,123.8,0.0,619.8
1971,C,400,"9,961","1,796",3.33,4743.,17.9,29.0,0.0,55.8,770.6
1985,C,600,"10,530","1,811",3.50,4849.,25.6,33.2,80.8,0.0,671.6
1986,C,500,"9,435","1,750",3.30,4600.,29.1,26.7,60.4,0.0,699.4
1964,C,320,"8,710","1,434",2.45,3000.,21.4,15.9,0.0,0.0,868.2
1990,C,400,"9,340","1,609",3.41,4213.,19.6,27.9,0.0,58.1,748.2
1992,C,300,"9,340","1,653",3.41,5019.,21.2,34.0,0.0,57.9,748.6
1999,C,500,"9,581","1,820",2.99,3600.,19.7,26.9,50.9,0.0,711.7
2001,C,240,"9,850","1,576",3.41,5171.,26.0,24.6,0.0,51.6,735.8
1990,C,255,"11,920","1,983",3.64,7466.,33.7,47.3,90.0,0.0,675.8
1981,C,400,"9,785","1,827",3.32,4595.,22.5,29.3,65.6,0.0,702.4
2003,C,640,"10,430","1,438",3.49,5200.,26.0,31.3,82.2,0.0,702.5
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1990,C,640,"12,250","2,025",3.91,8799.,30.9,50.9,107.8,0.0,655.1
1991,C,498,"9,340","1,608",3.41,4346.,17.8,25.2,0.0,52.6,777.7
2007,C,380,"10,500","2,000",3.47,5520.,38.4,30.9,0.0,106.8,628.1
2004,R,550,"9,996","2,245",3.25,2741.,36.3,22.6,0.0,91.9,587.9
1980,C,300,"11,998","1,856",3.76,6940.,33.5,40.0,0.0,0.0,687.6
1982,C,300,"9,200","1,763",3.17,4517.,19.7,31.9,0.0,54.2,731.8
1985,C,320,"8,320","1,616",3.00,3110.,17.2,23.3,0.0,53.5,761.4
1994,C,400,"10,370","1,498",3.80,5300.,20.9,32.6,0.0,59.5,716.5
2010,C,795,"11,990","2,097",3.99,7860.,34.9,31.5,0.0,93.5,670.0
2002,C,700,"11,910","1,687",3.90,7200.,37.7,41.5,97.1,0.0,644.9
1993,C,360,"9,344","1,476",3.28,4400.,26.4,22.8,0.0,54.7,718.6
2002,C,663,"10,400","1,659",3.47,5200.,26.2,33.8,0.0,0.0,732.3
2011,C,840,"12,990","1,642",4.20,9940.,41.1,36.5,0.0,0.0,711.1
1990,C,800,"13,120","1,766",4.23,9800.,42.1,50.0,0.0,108.6,635.0
1982,C,420,"9,265","1,758",3.23,4094.,21.4,27.5,55.5,0.0,717.3
1979,C,270,"8,850","1,635",2.97,3720.,14.6,22.9,0.0,47.4,796.7
1997,C,560,"11,650","1,878",3.85,6516.,31.8,45.3,92.5,0.0,636.4
1977,C,400,"8,710","1,443",3.03,3224.,16.8,26.4,0.0,52.2,769.7
2012,C,600,"14,750","2,347",4.76,14400.,62.1,48.3,0.0,156.1,602.8
1990,C,400,"9,340","1,593",3.41,4036.,17.8,28.1,61.0,0.0,722.9
2008,S,330,"7,040","1,748",2.44,758.,20.0,12.0,0.0,51.8,638.0
1987,C,494,"9,100","1,668",3.24,4500.,20.6,30.6,0.0,0.0,784.2
1996,C,479,"9,030","1,530",3.04,3100.,21.2,19.0,0.0,55.1,713.2
2001,C,800,"13,440","2,084",4.16,10650.,41.2,51.4,132.4,128.1,618.1
1999,R,630,"9,550","2,084",2.96,2809.,32.5,22.6,0.0,90.6,609.2
2003,,555,"10,430","1,658",3.47,5200.,25.4,35.0,0.0,72.3,703.1
1993,R,600,"9,529","1,980",3.29,2915.,37.9,27.8,90.1,0.0,610.5
2005,C,580,"12,957","2,624",3.93,10079.,56.4,45.2,122.6,121.0,585.9
2000,C,640,"12,670","1,658",3.90,8810.,28.2,46.8,115.1,0.0,678.2
1975,C,479,"9,961","1,798",3.33,4790.,19.6,29.4,0.0,60.1,732.1
1976,C,340,"9,340","1,493",3.15,3856.,22.5,28.2,67.1,0.0,717.4
1986,C,496,"9,370","1,754",3.22,4012.,19.1,20.9,0.0,51.9,744.4
1989,C,400,"11,100","1,924",3.64,6300.,31.1,38.7,92.5,0.0,682.4
2001,C,540,"9,440","1,992",3.33,4363.,25.3,26.7,0.0,67.8,683.7
1984,C,539,"10,060","1,849",3.15,5487.,23.5,38.8,0.0,0.0,754.3
1984,C,400,"9,910","1,710",3.31,3721.,21.4,24.4,57.9,0.0,721.3
1993,C,538,"9,344","1,472",3.28,4400.,21.8,23.6,0.0,59.0,744.5
1988,C,530,"9,187","1,429",3.26,4495.,20.0,31.3,64.3,0.0,724.2
1996,C,839,"13,120","1,770",4.23,9870.,34.4,51.8,0.0,0.0,693.2
1998,C,633,"11,001","1,566",3.60,5563.,31.2,35.5,82.0,71.3,662.6
2005,C,854,"12,526","2,116",4.11,8410.,34.7,39.4,0.0,0.0,709.1
2002,C,748,"12,171","1,650",3.91,8162.,38.1,46.6,109.2,0.0,638.7
1998,C,1047,"14,940","2,134",4.55,14000.,43.5,67.7,0.0,121.2,620.1
1978,C,300,"8,500","1,248",2.73,4204.,17.2,19.6,0.0,0.0,857.7
1977,C,455,"8,400","1,514",2.81,3139.,13.9,29.4,56.0,0.0,762.8
1978,C,450,"9,880","1,584",3.21,4863.,21.4,23.0,65.0,50.7,735.6
1999,C,300,"11,624","1,898",3.98,8046.,33.9,40.2,0.0,86.2,665.6
1979,C,500,"10,740","1,831",3.36,6960.,30.6,39.9,90.8,0.0,680.8
1971,C,360,"9,961","1,812",3.33,4994.,20.6,31.8,57.0,0.0,745.7
2007,C,750,"12,270","2,139",3.88,8996.,51.9,41.5,111.9,111.8,596.9
2002,C,864,"13,400","2,250",4.23,8500.,41.6,52.2,0.0,93.1,612.1
1981,C,500,"9,785","1,870",3.32,5261.,21.6,22.7,67.2,0.0,727.2
1981,C,550,"12,210","1,958",3.77,8652.,28.7,46.0,91.7,0.0,664.9
1993,C,418,"7,890","1,578",2.98,3159.,17.9,22.3,47.3,0.0,787.2
1971,C,420,"9,961","1,769",3.33,4435.,20.0,31.1,63.4,0.0,737.1
1991,R,750,"11,982","2,350",3.79,4917.,49.1,45.2,96.9,80.0,566.6
1994,C,695,"11,230","1,886",3.83,6831.,29.3,38.9,81.0,0.0,682.1
2001,C,850,"11,990","2,439",3.79,8164.,49.7,51.4,120.6,0.0,593.4
1986,C,400,"8,000","1,554",2.82,2550.,21.4,18.3,43.1,0.0,741.6
1999,C,620,"11,624","1,899",3.99,7650.,31.7,39.0,0.0,83.5,666.8
1986,C,520,"9,250","1,725",3.14,3638.,19.3,19.7,53.0,0.0,731.5
2012,S,350,"7,048","1,636",2.49,1121.,21.1,12.6,0.0,43.3,673.0
1977,C,389,"8,200","1,525",3.00,2566.,14.7,22.6,50.0,0.0,751.8
1992,C,832,"13,120","1,762",4.23,9681.,34.8,49.7,0.0,88.1,667.8
1985,C,650,"12,250","2,031",3.91,8944.,38.2,40.8,0.0,92.5,659.3
1975,C,324,"8,000","1,222",2.47,1500.,11.2,17.5,37.6,0.0,771.2
2004,C,800,"13,990","1,830",4.34,10498.,48.0,66.6,0.0,145.0,585.0
1998,C,730,"11,924","2,417",3.77,7130.,49.8,47.5,118.5,111.5,588.3
2013,C,700,"13,500","2,206",4.48,10549.,42.5,48.0,0.0,147.2,620.6
2009,C,820,"13,410","2,046",4.38,9930.,45.0,47.2,95.3,0.0,630.8
2005,R,650,"10,600","2,180",3.25,4609.,42.6,33.0,91.8,0.0,603.6
1992,R,640,"11,360","2,101",3.66,5460.,38.1,35.6,100.0,0.0,614.0
1996,C,500,"9,000","1,643",3.35,3982.,20.5,23.5,0.0,50.6,745.9
1987,C,300,"11,300","1,653",3.85,7570.,31.3,43.9,79.4,87.1,686.5
1978,C,480,"9,868","1,822",3.21,4707.,21.1,25.2,57.8,0.0,746.2
1984,C,640,"11,720","2,211",3.89,8860.,32.8,37.4,95.3,0.0,686.5
2015,C,1183,"15,381","2,620",4.53,16484.,81.5,52.5,0.0,198.2,540.6
1983,C,450,"10,840","1,607",3.50,6530.,23.9,28.4,79.6,74.5,731.4
1972,C,400,"10,750","1,934",3.46,7055.,30.2,36.2,0.0,71.5,698.2
1981,C,330,"9,363","1,802",3.17,4839.,16.3,29.1,0.0,55.3,766.8
1997,S,400,"7,515","1,590",2.57,1228.,20.8,12.0,41.8,0.0,663.1
2000,C,450,"10,815","2,217",3.50,4971.,37.1,33.0,92.4,0.0,625.9
1998,C,450,"9,490","1,923",3.22,3663.,25.4,27.0,62.4,0.0,671.2
1985,S,250,"7,330",0.305,2.51,1717.,14.9,14.4,0.0,32.3,774.3
1991,R,420,"10,570","2,004",3.35,3859.,33.8,24.7,0.0,98.3,625.9
1995,S,340,"8,032","1,530",2.49,1715.,21.6,13.3,0.0,67.0,680.6
1981,C,497,"8,995","1,785",3.22,3971.,19.1,30.2,73.9,55.6,729.8
1979,C,360,"8,800","1,559",2.70,3123.,17.4,19.1,58.4,0.0,775.7
1974,C,400,"10,284","1,871",3.27,5727.,23.6,32.8,0.0,77.0,733.0
1986,R,560,"10,007","1,812",2.99,3305.,35.4,29.0,67.5,0.0,625.3
1999,C,400,"14,159","2,343",4.25,14182.,65.7,50.4,0.0,145.1,586.5
1986,R,700,"10,034","1,851",3.37,3330.,37.6,26.3,60.4,0.0,637.3
2006,C,854,"12,960","2,752",3.91,7845.,62.7,48.4,0.0,194.2,540.0
2005,R,680,"10,600","2,181",3.25,4632.,42.8,33.2,92.0,0.0,603.4
1980,C,393,"7,940","1,628",2.85,2587.,12.6,21.8,50.2,0.0,749.7
1985,C,480,"11,000","1,844",3.04,4656.,32.4,28.0,75.9,0.0,648.7
1980,R,320,"6,640","1,422",2.50,1338.,17.5,11.5,25.9,0.0,771.0
1992,R,640,"11,360","2,101",3.66,5463.,39.9,34.5,102.8,0.0,613.0
1989,C,400,"8,872","1,386",3.22,3100.,15.4,21.9,50.6,50.6,774.8
1993,S,300,"6,520","2,008",2.92,1072.,31.3,11.9,0.0,72.1,628.8
2010,C,550,"12,000","2,014",3.98,8680.,45.8,29.4,96.3,102.3,635.7
1984,C,514,"9,540","1,742",3.30,3886.,23.7,31.7,61.4,0.0,702.9
1982,C,410,"7,890","1,347",2.73,3087.,17.2,22.1,45.6,0.0,788.8
1989,C,587,"10,083","1,298",3.48,5314.,24.4,29.6,64.6,0.0,725.3
1979,R,457,"9,500","1,799",3.13,2917.,27.8,20.5,48.4,0.0,687.5
2005,S,250,"6,500","1,329",2.50,890.,15.4,8.4,36.5,33.7,729.2
1977,C,400,"12,741","1,712",4.06,12494.,25.4,43.5,0.0,89.3,765.9
1998,C,450,"9,540","1,454",3.23,3650.,25.1,21.1,0.0,58.6,690.5
1989,C,650,"10,150","1,734",3.24,5520.,22.6,28.1,64.3,0.0,725.8
1986,C,440,"9,201","1,371",3.17,3100.,18.4,31.6,61.3,0.0,720.6
1979,C,380,"7,920","1,331",2.60,2769.,16.3,22.1,46.5,0.0,789.2
1982,C,320,"10,112","1,802",3.41,4860.,30.9,24.9,65.0,0.0,696.8
1998,C,800,"14,506","2,285",4.51,11901.,59.1,58.7,130.5,0.0,586.1
1968,C,270,"6,000",0.960,2.05,776.,10.0,12.4,24.7,0.0,805.1
1997,C,750,"12,280","1,882",3.98,8400.,30.0,46.3,0.0,109.5,688.3
1985,C,702,"12,250","1,994",3.91,8116.,32.4,49.3,101.1,0.0,643.5
2005,C,800,"12,990","1,892",4.20,10900.,47.9,45.7,99.5,0.0,654.3
2012,C,1043,"14,964","2,189",4.61,13912.,54.5,53.3,0.0,149.9,611.6
1995,S,400,"7,515","1,599",2.57,1305.,21.2,12.0,42.3,0.0,671.6
1997,C,550,"10,033","1,957",3.35,3277.,34.4,26.2,68.1,0.0,625.4
1997,C,666,"10,900","1,452",3.70,6280.,30.4,33.5,76.8,0.0,691.5
1985,C,314,"7,300","1,362",2.52,1611.,13.6,11.0,22.8,0.0,808.4
1978,C,670,"10,020","1,404",3.47,5853.,22.1,33.8,0.0,56.9,779.3
1988,C,500,"12,520","1,996",3.89,8607.,50.8,44.6,97.2,0.0,626.4
1995,S,400,"7,515","1,585",2.57,1199.,21.0,13.0,40.8,0.0,664.7
2014,C,450,"10,900","2,233",3.27,4600.,33.1,26.6,94.2,74.9,606.5
2003,C,700,"13,352","2,618",3.97,9328.,60.2,43.7,122.3,106.4,575.1
2004,C,620,"11,215","2,099",3.59,6911.,40.9,32.6,97.1,81.6,628.3
1981,C,420,"8,995","1,833",3.22,4538.,18.4,32.5,0.0,0.0,779.0
1986,C,541,"9,750","1,720",3.30,4509.,23.9,35.8,0.0,0.0,739.5
1987,C,771,"13,448","2,482",4.20,8950.,45.3,59.5,0.0,110.4,599.1
2006,R,1215,"15,850","3,202",4.30,7425.,94.3,64.2,0.0,265.8,456.0
1993,C,780,"11,800","1,677",3.92,7494.,36.3,43.7,89.1,0.0,661.7
1976,C,621,"11,307","2,004",3.55,7030.,26.4,49.7,0.0,0.0,716.3
1989,C,931,"13,715","2,503",4.21,11565.,58.7,48.0,0.0,154.7,581.7
2002,C,653,"11,200","1,925",3.80,6325.,31.2,31.9,71.5,0.0,675.1
2003,C,800,"10,300","1,960",3.48,5426.,31.8,29.6,0.0,71.5,684.3
1999,C,627,"10,800","1,551",3.78,6623.,26.6,37.4,0.0,68.6,694.4
1993,C,782,"12,688","1,792",4.13,8608.,45.2,47.2,101.7,0.0,629.2
1981,C,300,"8,205","1,580",2.94,3801.,14.9,24.3,57.9,0.0,807.4
1983,C,483,"9,570","1,863",3.18,3600.,19.8,26.5,65.3,0.0,725.7
1993,C,400,"7,890","1,617",2.98,3539.,16.6,21.4,49.5,40.5,788.5
1998,C,650,"12,277","1,724",3.93,7800.,31.9,43.0,0.0,91.1,703.9
1997,R,780,"12,415","2,595",3.96,5051.,64.6,40.5,126.0,0.0,534.8
1980,C,720,"12,268","1,627",3.96,10480.,30.1,54.5,0.0,126.4,675.4
1981,C,450,"11,583","3,314",3.60,11337.,33.7,52.0,105.8,92.9,675.9
1972,C,410,"9,155","1,546",2.94,3283.,17.4,33.3,60.4,0.0,739.8
2005,C,754,"11,298","1,998",3.75,7275.,44.5,31.5,0.0,90.6,639.1
2006,C,750,"10,600","2,183",3.25,4668.,42.5,31.6,88.0,84.7,604.1
1977,C,350,"8,190","1,242",2.87,4236.,16.8,26.7,0.0,46.1,830.6
2002,C,820,"12,400","2,486",3.49,6151.,58.6,37.2,103.3,0.0,569.7
1978,C,424,"8,850","1,650",2.97,3895.,17.2,24.6,61.0,0.0,756.4
1999,C,680,"11,624","1,901",3.99,7650.,31.0,39.0,0.0,74.8,695.5
1986,S,450,"7,790","1,823",2.50,1411.,21.2,10.5,44.1,0.0,685.2
2006,C,800,"13,700","2,034",4.30,10565.,38.2,51.3,0.0,0.0,669.1
1993,C,650,"12,280","1,902",3.98,8850.,35.4,43.2,0.0,0.0,713.6
2000,C,650,"11,200","1,879",3.80,5360.,28.3,31.2,66.2,0.0,670.1
1994,C,230,"9,100","1,669",3.24,4500.,22.2,29.0,0.0,0.0,787.6
1993,R,795,"12,500","2,600",3.95,6001.,64.2,48.4,138.2,0.0,540.1
1988,C,734,"12,200","2,000",3.90,7778.,44.6,41.9,118.2,0.0,626.4
1998,C,650,"11,001","1,550",3.60,5500.,25.6,31.0,0.0,0.0,747.1
1993,C,413,"7,890","1,557",2.98,2850.,14.9,20.3,0.0,40.9,771.2
1982,C,450,"10,112","1,762",3.41,4330.,28.7,23.1,62.3,0.0,698.2
1982,C,622,"11,240","1,941",3.81,6515.,32.0,47.9,90.6,0.0,652.4
1972,C,320,"7,623","1,522",2.68,2000.,12.7,17.7,44.0,0.0,783.4
1974,C,500,"11,298","1,855",3.76,6940.,32.9,45.5,0.0,76.0,682.7
1982,C,608,"11,240","1,918",3.81,6041.,29.7,42.4,92.9,0.0,656.1
1978,C,547,"10,680","1,592",3.15,6067.,24.2,39.3,82.2,0.0,737.5
1960,C,328,"7,680","1,242",2.21,2596.,16.5,14.3,30.4,0.0,825.5
1978,C,737,"12,620","2,296",4.00,11029.,49.3,59.7,0.0,100.6,622.3
2009,C,350,"9,240","2,182",3.20,3986.,31.0,24.5,65.1,81.5,643.6
1994,C,400,"11,230","1,867",3.83,6452.,31.5,38.6,79.9,0.0,676.0
1996,C,479,"9,030","1,528",3.04,3100.,20.4,19.2,0.0,0.0,790.2
2010,C,450,"12,000","2,006",3.98,8578.,46.6,34.8,0.0,83.8,640.8
2003,C,740,"12,903","2,504",3.95,8468.,54.0,44.2,119.2,110.6,583.2
1979,C,358,"7,880","1,419",2.67,2260.,12.0,21.4,45.3,0.0,797.0
1975,C,314,"6,550",0.934,2.59,1256.,9.8,14.3,0.0,30.4,861.6
1998,C,640,"11,030","1,921",3.58,5862.,31.5,37.3,74.9,0.0,654.0
1978,C,560,"10,420","1,593",3.40,6228.,27.2,28.0,0.0,55.8,758.9
1970,C,350,"10,280","1,545",3.28,5250.,21.8,33.3,0.0,0.0,814.5
1990,C,566,"9,430","1,632",3.41,4944.,17.2,20.5,75.7,0.0,750.4
1993,C,400,"9,970","1,888",3.53,4700.,21.1,33.3,69.4,0.0,716.9
1988,C,500,"9,935","1,377",3.53,5049.,30.9,26.4,59.3,0.0,717.3
1978,C,564,"10,612","1,621",3.40,6700.,27.9,32.7,0.0,65.4,730.8
1979,C,374,"7,940","1,377",2.96,2524.,15.6,23.5,48.8,0.0,761.3
1979,C,482,"9,420","1,575",3.03,4900.,22.0,31.4,0.0,0.0,767.1
1983,C,590,"10,759","1,976",3.70,6012.,30.9,39.6,80.7,0.0,666.2
2008,C,700,"11,753","1,981",3.89,7330.,31.9,31.6,0.0,0.0,730.7
2008,C,600,"11,820","1,819",3.93,8260.,37.5,35.4,0.0,0.0,698.3
1982,S,320,"7,060","1,533",2.37,850.,17.3,13.9,0.0,29.4,701.7
1973,C,320,"8,758","1,725",2.83,3858.,17.6,26.4,52.5,0.0,747.1
2010,R,600,"10,320","2,524",3.01,2671.,41.0,28.6,0.0,122.5,559.3
2004,C,874,"12,640","2,110",3.97,8845.,34.6,47.0,0.0,124.0,628.1
1996,C,480,"9,030","1,529",3.04,3100.,22.5,20.5,0.0,52.9,710.4
